LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
22/00009/FUL,Enfield Council,13/01/2022,Approved,All Other,"Erection of a 2-storey detached single family dwelling with carport, bicycle and refuse storage with amenity space.",Land To The Rear Of Electricity Sub Station Beverley Close London N21 3HY,,,,,,,,,1,0,1,,,Approved,25/03/2022,,,
21/AP/2750,London Borough of Southwark,04/08/2021,Approved,All Other,"Variation of non-material changes to original planning application ref. 19/AP/1506 (Redevelopment of the existing car park to provide 26 residential units in a 5 storey block with maximum height of 21.8m AOD (5 x 3 bed 5 person flats, 9 x 2 bed four person flats & 9 x 1 bed 2 person flats, 2 x 2 bed wheelchair units and 1 x 1 bedroom wheelchair unit) together with new private amenity space located within a rear courtyard as well as improving the landscaping of the existing pedestrian link between Chatham Street and the open green space to the south of the site for public use. Two disabled parking spaces to be provided to the north of the site accessed off Chatham Street) for the following amendments: external changes to rear staircase enclosure treatment, external changes to smoke extract AOV termination at roof level, internal changes to internal fire doors, sprinkler tank room, water riser and new vertical smoke extract shaft, and internal changes to wheelchair storage and means of escape to dedicated M4(3) dwellings.",Salisbury Estate Car ParkBalfour StreetLondon SE17 1PA,,,,,,,,,23,0,23,,,Approved,22/09/2021,,,
21/1881/PNV,London Borough of Barnet,06/04/2021,Approved,Prior Approval,Additional storey at third floor level to provide 4no self-contained flats. Associated cycle store,Paul Court,,Windsor Road,,N3 3SP,,,,,4,0,4,,,Approved,28/05/2021,,,
2021/3499,Wandsworth,21/10/2021,Approved,All Other,"Alterations including erection of a two storey roof extension (plus lift and stair core) in connection with provision of 2 x 3-bedroom, 2 x 2-bedroom and 2 x 1-bedroom flats together with cycle and refuse storage.",Sylva Court,79,Putney Hill,London,SW15 3NX,,,,,6,0,6,,,Approved,24/03/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/3499
P/3797/21,Harrow,13/09/2021,Approved,All Other,Redevelopment to provide nine X two storey (3 bed) dwelling houses; proposed vehicle and pedestrain access; landscaping; parking,,123A,Whitchurch Lane,Edgware,HA8 6NZ,,,,,9,0,9,,,Approved,28/03/2022,,,http://site.com?appref=P/3797/21-or-1155761
21/6034/PNE,London Borough of Barnet,16/11/2021,Approved,All Other,Change of use from retail (Class E) to Dwellinghouse (Class C3) 1 unit,Queens Parade,22,Friern Barnet Road,Friern Barnet,N11 3DA,,,,,1,0,1,,,Approved,11/01/2022,,,
21/02344/PRIOR,Bexley,21/07/2021,Approved,Prior Approval,Notification for Prior Approval for a proposed change of use of building from Office Use (Class B1) to provide to 57 residential units comprising,Cray House,,Maidstone Road,,DA14 5HU,,,,,57,0,57,,,Approved,22/09/2021,,,
21/AP/1707,London Borough of Southwark,21/06/2021,Approved,All Other,Minor material amendment to planning permission ref. no. 16/AP/3704. Retrospective approval is sought for the following amendments:- Increased ground floor area to 63m2 (58m2 consented) - Decreased first floor area to 20m2 (22m2 consented) - Decreased Garden 1 area to 27m2 (34m2 consented) - Increased Garden 2 area to 17m2 (16m2 consented) - Omission of 2x rooflights - Minor elevational changes,,77A,Stanbury Road,,SE15 2DA,,,,,1,0,1,,,Approved,18/08/2021,,,
20/03163/FUL,Lambeth,06/10/2020,Approved,All Other,"Erection of a mansard roof extension and the erection of a 4 storey building with a roof terrace to create 7 self-contained flats. Change of use of ground floor to Class E (Commercial, Business and Service) Use and the provision of associated recycling and refuse and bike storage and landscaping.",,124,Clapham Road,,SW9 0LA,,,,,6,1,5,,,Approved,01/04/2022,,,
21/02467/PRIOR,Bexley,30/07/2021,Approved,Prior Approval,Prior notification for the change of use from office (Class B1) to dwellinghouse (Class C3) comprising 4 x 1 bed and 2 x 2 bed self contained apartments.,Parker House,5,Powerscroft Road,,DA14 5DT,,,,,6,0,6,,,Approved,29/09/2021,,,
P/0329/21,Harrow,24/02/2021,Approved,All Other,Conversion of first floor from beauty salon (Sui Generis) to one bed flat (Use class C3); provision of stairs to rear,19 A Village Way East Harrow HA2 7LX,19A,Village Way East,Harrow,HA5 5AB,,,,,1,0,1,,,Approved,01/04/2022,,,http://site.com?appref=P/0329/21-or-1116882
215684FUL,Ealing,16/09/2021,Approved,All Other,"Construction of a two storey dwelling house with habitable loft space, following the demolition of existing bungalow",The Bungalow,,Blandford Road,London,W5 5RL,,,,,1,1,0,,,Approved,24/03/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/215684FUL;
213012,Waltham Forest,13/12/2021,Approved,Prior Approval,Prior Approval for conversion of the First and second floor above No.59 to provide 2 x 1 bedroom self-contained flats above an existing retail shop.,"59 - 61 Hainault Road, Leytonstone, London, E11 1EA",,,,,,,,,2,1,1,,,Approved,21/03/2022,,,
21/02468/PRIOR,Bexley,29/07/2021,Approved,Prior Approval,Prior notification for change of use of first floor from retail (Class A1) to one self-contained studio apartment (Class C3) including the removal of one rear window.,,56,Bellegrove Road,,DA16 3PY,,,,,1,0,1,,,Approved,22/09/2021,,,
21/AP/2149,London Borough of Southwark,23/06/2021,Approved,All Other,Certificate of Lawful Development (Proposed) for the amalgamation of Flats A and B into a single larger maisonette flat.,85 Melbourne GroveLondonSouthwark,,,,,,,,,1,2,-1,,,Approved,17/08/2021,,,
21/05730/GPDO,London Borough of Croydon,17/11/2021,Approved,All Other,"Notification for prior approval under the GPDO 2015 for the change of use under Class MA from financial and professional services (Class E, formerly Class A2) to residential (Class C3) to create a 1-bedroom flat.",Midway House,564,Brighton Road,,CR2 6AW,,,,,1,0,1,,,Approved,12/01/2022,,,
21/03267/AXRPA,Bromley,26/07/2021,Approved,Prior Approval,"Change of use from retail (Class E) to residential (Class C3) to provide a two bedroom dwelling (56 day application under Class M, Part 3, Schedule 2 of the General Permitted Development Order, 2015 (as amended) for prior approval with regards to transport and highways impacts, flooding risk, contamination risks, impact of the change of use on services, external appearance of the building and provision of adequate natural light to habitable rooms)",,71,Chislehurst Road,,BR6 0DQ,,,,,1,0,1,,,Approved,20/09/2021,,,
3977/APP/2021/3865,Hillingdon,15/10/2021,Approved,All Other,Demolition of existing retail premises (originally a pair of semi-detached houses) and erection of an apartment block containing 9 apartments.,1-2 ROSSLYN VILLAS,,UXBRIDGE ROAD,Uxbridge,UB10 0NP,,,,,9,0,9,,,Approved,24/03/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=3977/APP/2021/3865
21/01015/LBC,Westminster,15/03/2021,Approved,All Other,"Use of flats 37B & 39D as a single residential unit (Class C3), installation of internal staircase and opening up of floor, and associated works. (Linked to 21/01015/LBC)",,37B,Randolph Avenue,,W9 1BQ,,,,,0,1,-1,,,Approved,19/05/2021,,,
P/1624/21,Harrow,06/05/2021,Approved,All Other,Conversion of dwellinghouse into two flats (2 x 2 bed); single storey front extension incorporating front porch; single and two storey side to rear extension; rear dormer; external alterations; parking; cycle spaces in rear gardens; hard and soft landscaping; alterations to boundary treatment; sub-division of private rear garden and outbuilding in rear garden as a home office to serve upstairs flat (part retrospective) [Corrected Description],7 Crowshott Avenue Stanmore HA7 1HL,7,Crowshott Avenue,Stanmore,HA7 1HL,,,,,2,1,1,,,Approved,25/03/2022,,,http://site.com?appref=P/1624/21-or-1131561
2022/00217/FUL,Hammersmith & Fulham,01/02/2022,Approved,All Other,Deconversion of the existing property from 2no. self-contained flats into a single family dwellinghouse.,,15,Crabtree Lane,London,SW6 6LP,,,,,1,2,-1,,,Approved,31/03/2022,,,
21/02568/CLEUD,Westminster,20/05/2021,Approved,All Other,"Amalgamation of Flats 4 and 5, including removal of internal hallway wall.",,10,York Street,,W1U 6PW,,,,,1,2,-1,,,Approved,15/07/2021,,,
0017/22,Redbridge,29/01/2022,Approved,All Other,"Part conversion of garage into a habitable room. New window to rear elevation. Subdivision of single dwelling house into two self-contained flats (2 x 3 bedroom) with associated car parking, cycle storage and waste/refuse storage. (Summary).",Development At 76,,Highlands Gardens,Cranbrook,IG1 3LD,,,,,4,1,3,,,Approved,31/03/2022,,,
21/3319/FUL,London Borough of Barnet,16/06/2021,Approved,All Other,"Conversion of the existing dwelling into 3no self-contained flats. Associated parking, sheltered/secure cycle parking, refuse/recycle store and private amenity space.",,13,Wentworth Park,Finchley,N3 1YE,,,,,3,1,2,,,Approved,31/03/2022,,,
21/00552/FUL,Enfield,16/02/2021,Approved,All Other,"Redevelopment of site by the erection of 2x detached 2-storey dwelling houses with rear balconies, accommodation in roof space together with associated parking.",,31,Beech Hill Avenue,,EN4 0LU,,,,,2,1,1,,,Approved,22/03/2022,,,
21/04198/FULL1,Bromley,20/08/2021,Approved,All Other,"Conversion of the first and second floor of Market House, 12-13 Market Square from training facilities to residential (3 new dwellings)","Market House, First And Second Floors","12, 13",Market Square,,BR1 1NA,,,,,3,0,3,,,Approved,23/03/2022,,,
21/AP/3511,London Borough of Southwark,07/10/2021,Approved,All Other,Conversion of a ground floor Tenants Residents Association community hall into a 1x one-bedroom residential flat and associated external alterations,Purdon House Oliver Goldsmith EstateClayton RoadLondonSouthwarkSE15,,,,,,,,,1,0,1,,,Approved,25/03/2022,,,
HGY/2022/0390,Haringey,02/02/2022,Approved,All Other,Change of use from two flats to single dwelling house. Erection of Type-3 Loft extension together with ground floor infill extension.,"45, Gladesmore Road, London, N15 6TA",45,,,,,,,,1,2,-1,,,Approved,31/03/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJbAAAW
21/01760/LBC,Westminster,19/03/2021,Approved,All Other,Internal alterations at all floor levels and installation of replacement rooflights.,,28,Harley Place,,W1G 8LZ,,,,,0,1,-1,,,Approved,05/07/2021,,,
213630,Waltham Forest,29/11/2021,Approved,All Other,"Construction of roof extension with blue roof installed above to provide one residential unit at second floor level (1x2-bed) (Use Class C3) and conversion of first floor from offices (Use Class E(g)(i)) to one residential unit (1x2-bed) (Use Class C3) (total of two self-contained residential units) with alterations to fenestration at front and side elevations, provision of bicycle parking and refuse/recycling storage at ground floor rear (amended description).","First Floor Flat, 105 Station Road, Chingford, London, E4 7BU",105,,,,,,,,2,0,2,,,Approved,05/04/2022,,,
21/2828/FUL,London Borough of Barnet,24/05/2021,Approved,All Other,Erection of a new three storey dwelling following demolition of the existing garage,,2,Hollyview Close,Hendon,NW4 3SZ,,,,,1,0,1,,,Approved,28/03/2022,,,
21/02308/PRIORE,London Borough of Bexley,13/09/2021,Approved,All Other,Notification for Prior Approval for the enlargement of a dwellinghouse by construction of two additional storeys with a maximum overall height of 12.64 metres to provide a 7 bed house.,,36A,Upper Abbey Road,,DA17 5AJ,,,,,1,0,1,,,Approved,08/11/2021,,,
21/00300/FULL,Westminster,21/01/2021,Approved,All Other,"Dual/alternative use of the first, second and third floors for either continued commercial, business and services (Class E) or 2 x residential flats (Class C3), including a roof terrace at third floor with associated balustrade. Installation of a new flat rooflight at third floor level.",,28,Foubert's Place,,W1F 7PR,,,,,2,0,2,,,Approved,13/04/2021,,,
21/04227/FULL,Westminster,24/06/2021,Approved,All Other,"Demolition of existing single storey rear extension at ground floor and erection of a two storey rear extension at ground and basement levels to provide a residential unit, with associated amenity space and external alterations.",,7,Hereford Road,,W2 4AB,,,,,1,0,1,,,Approved,31/03/2022,,,
P2025.21,Havering,22/10/2021,Approved,All Other,"Demolition of the existing dwelling and the erection of 2 x 3-bed 2 storey semi-detached dwellings with habitable roof space, together with provision of rear off-street parking and private amenity space and installation of hard standing.",Montana,,Colchester Road (A12),Romford,RM3 9SF,,,,,4,2,2,,,Approved,22/03/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P2025.21
22/0342/FUL,London Borough of Barnet,24/01/2022,Approved,All Other,"Conversion of existing dwellinghouse into 2no self contained flats. Associated amenity space, refuse/recycling and cycle store",,27,Station Road,Finchley Central,N3 2SB,,,,,4,1,3,,,Approved,21/03/2022,,,
22/0023/FUL,London Borough of Barnet,13/01/2022,Approved,All Other,Erection of a rear outbuilding and new front porch. (Amended plans),,33,Russell Lane,Whetstone,N20 0AA,,,,,0,1,-1,,,Approved,30/03/2022,,,
210416,Waltham Forest,07/05/2021,Approved,All Other,Subdivision of the cartilage land and construction of a two-storey (1 x 1 bedroom) dwelling along with associated landscaping and provision of cycle and waste storage. Following demolition of existing single storey outbuilding.,"14 Winslow Grove, Chingford, London, E4 6EU",14,,,,,,,,1,0,1,,,Approved,24/03/2022,,,
21/5116/OUT,London Borough of Barnet,22/09/2021,Approved,All Other,Construction of an additional mansard storey to the existing building to provide 9no. self-contained flats and installation of new lifts,Yew Tree Court,,Bridge Lane,Golders Green,NW11 0RA,,,,,9,0,9,,,Approved,28/03/2022,,,
22/0693/RCU,London Borough of Barnet,11/02/2022,Approved,All Other,Use of first floor and second floor levels as 1no self-contained flat. Internal alterations (Retrospective Application),First And Second Floor 75 Hamilton Road London NW11 9EH,75,Hamilton Road London,,NW11 9EH,,,,,1,0,1,,,Approved,24/03/2022,,,
0236/22,Redbridge,29/01/2022,Approved,All Other,"Change of use from a single dwelling house into a Childrens Care Home with associated car parking, waste / refuse and ammenity space. (Summary).","142, Tomswood Hill, Ilford, IG6 2QP",142,Tomswood Hill,,IG6 2QP,,,,,0,1,-1,,,Approved,22/03/2022,,,
21/02940/PLUD,Bromley,15/06/2021,Approved,All Other,Conversion of a single dwelling flat C3 Classification to a small HMO of 5 persons of C4 Classification. LAWFUL DEVELOPMENT CERTIFICATE (PROPOSED),,184A,High Street,,BR6 0JW,,,,,2,2,0,,,Approved,02/03/2022,,,
21/02071/PIP,Enfield,28/05/2021,Approved,All Other,Residential development of land (Permission in Principle) for the erection of up to 5 single family dwellings.,Land Adjacent To 33 Perry Mead Enfield EN2 8BP,,,,,,,,,5,0,5,,,Approved,02/07/2021,,,
21/P3150,Merton,27/08/2021,Approved,All Other,DEMOLITION OF EXISTING DWELLINGHOUSE AND ERECTION OF 1 X THREE STOREY SIX/SEVEN BEDROOM DETATCHED DWELLINGHOUSE WITH BASEMENT AND CAR LIFT,,1,Clockhouse Close,Wimbledon,SW19 5NT,,,,,1,1,0,,,Approved,31/03/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P3150
21/5514/FUL,London Borough of Barnet,18/10/2021,Approved,All Other,"Demolition of existing lock-up storage units and construction of a single-storey family dwelling with flat green roof, including amenity space, refuse and cycle storage, and associated site works (Revised design with reduced footprint).",Rear Of 21 Torrington ParkLondonN12 9TA,,,,,,,,,1,0,1,,,Approved,31/03/2022,,,
21/03142/RE4,Enfield Council,07/09/2021,Approved,All Other,".Erection of part 3, part 4 storey building to provide extra care apartments in the form of 70 flats (64x1 bed and 6x2 bed) with courtyards, communal facilities including lounge, multi-use hobby room, laundry, hairdresser / wellbeing room, mobility scooter store, library/flexible staff space together with staff room and office, and associated plant, storage, landscaping and parking.",Reardon Court,26,Cosgrove Close,,N21 3BH,,,,,70,0,70,,,Approved,13/01/2022,,,
213538,Waltham Forest,23/11/2021,Approved,All Other,Subdivision of site/garden and construction of two storey 1x2 bed single dwellinghouse (Use Class C3) and all associated works including refuse storage facilities and a new vehicle crossover and hardstand,"11 Valognes Avenue, Walthamstow, London, E17 5PW",11,,,,,,,,1,0,1,,,Approved,22/03/2022,,,
20/2115/FUL,London Borough of Barnet,12/05/2020,Approved,All Other,"Conversion of property into 3no self-contained flats including first floor rear extension and front extension. Associated cycle store, provision of off street parking and associated amenity space",,132,Hendon Way,,NW2 2NG,,,,,3,1,2,,,Approved,31/03/2022,,,
21/AP/0788,London Borough of Southwark,05/03/2021,Approved,Prior Approval,"Prior approval notification under Schedule 2, Part 20, Class AA of the GPDO for the construction of an additional storey to provide 7 additional residential flats",10 The GrangeLondonSouthwarkSE1 3AG,,,,,,,,,7,0,7,,,Approved,17/05/2021,,,
21/04134/LBC,Westminster,29/06/2021,Approved,All Other,"Alterations to existing building to create single dwelling, front window bay extension, alterations to the front lightwell, front boundary and relocation of bin store, replacement doors, windows and external metalwork. Internal works to partitions, openings, doors and reinstatement of architectural features. (Linked to 21/04133/FULL)",,19,Randolph Road,,W9 1AN,,,,,0,1,-1,,,Approved,22/12/2021,,,
21/01078/AXRPA,Bromley,08/03/2021,Approved,Prior Approval,"Change of use of basement and ground floor of 151 Anerley Road from Class E retail unit to residential accommodation to provide 1 no. studio flat (56 day application under Class M, Part 3, Schedule 2 of the General Permitted Development Order, 2015 (as amended) for prior approval with regards to transport and highways impacts, flooding risk, contamination risks, impact of the change of use on services, external appearance of the building and provision of adequate natural light to habitable rooms).",,151,Anerley Road,Penge,SE20 8EF,,,,,1,0,1,,,Approved,07/05/2021,,,
22/0233/191,London Borough of Barnet,18/01/2022,Approved,All Other,Use as 1no self contained dwelling,,2A,Woodville Gardens,Golders Green,NW11 9ED,,,,,1,0,1,,,Approved,21/03/2022,,,
20/08165/FULL,Westminster,21/12/2020,Approved,All Other,"Erection of a single storey mansard roof extension over 1-7 Moxon Street to provide two additional residential units at new third floor level and a terrace at the eastern side of the site over 1 Moxon Street. Extension at second floor level to provide additional residential accommodation adjacent to the rear of 94 Marylebone High Street. Installation of decking and plant within an associated enclosure at rear first floor level; erection of a full height extract duct on the rear of 1 Moxon Street. [Site includes 1, 3, 5 and 7 Moxon Street].",,5,Moxon Street,,W1U 4EP,,,,,8,6,2,,,Approved,15/04/2021,,,
20/08158/FULL,Westminster,04/01/2021,Approved,All Other,Use of upper ground floor as a 3 bedroom residential unit (Class C3).,,130,George Street,,W1H 5DN,,,,,1,0,1,,,Approved,07/04/2021,,,
21/05518/FULL1,Bromley Custodian Code,13/12/2021,Approved,All Other,"Erection of part two/three storey building comprising one retail unit (Class E) on part of ground floor and 8 one bedroom and 1 two bedroom apartments on ground, first and second floors with integrated lift, front and rear balconies, 10 car parking spaces, use of existing amended access, provision of cycle and refuse storage and landscaping",,136,Main Road,,TN16 3BA,,,,,9,0,9,,,Approved,01/04/2022,,,
P0041.22,Havering,20/01/2022,Approved,All Other,"Two storey, 3-bed, detached dwelling with associated parking and amenity space.",54 CENTRAL DRIVE,,HORNCHURCH,,RM12 6AX,,,,,2,0,2,,,Approved,22/03/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0041.22
HGY/2022/0760,Haringey,08/03/2022,Approved,All Other,Certificate of lawfulness proposed change of use from a dwelling house to supported living accommodation for up to 6 people C3(B).,"43, Daleview Road, London, N15 6PL",43,,,,,,,,0,1,-1,,,Approved,25/03/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJ8gAAG
HGY/2021/3223,Haringey,02/11/2021,Approved,All Other,"Erection of 4 x Detached Three Bedroom Dwelling Houses, with on-site parking, waste and cycle storages.","Land between, 145-147, Downhills Way, London, N17 6AH",145,,,,,,,,4,0,4,,,Approved,25/03/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GDvIAAW
21/07915/FULL,Westminster,07/12/2021,Approved,All Other,"Partial demolition behind retained front and part south facades, demolition of rear courtyard building and redevelopment to provide a single family dwelling (Class C3) comprising three floors of accommodation, inclusive of a mansard roof level, the creation of a centrally located terrace at 2nd floor level between the front and rear mansards. [Site includes 7 and 8 Montagu Mews North].",,8,Montagu Mews North,,W1H 2JU,,,,,1,0,1,,,Approved,22/03/2022,,,
20/06086/FUL,Croydon,30/12/2020,Approved,All Other,Construction of a single storey rear extension and rear roof extension. Conversion of the dwelling into 2 x self-contained flats,,90,Avondale Road,,CR2 6JB,,,,,2,1,1,,,Approved,05/04/2022,,,
22/00150/FULL,Westminster,11/01/2022,Approved,All Other,Installation of new plant equipment at roof level and extension/adaption of existing access walkways at roof level; installation of new extract grilles to external window serving ground floor WC; replacement of glazing in basement lightwell with fixed fly mesh panels and formation of new office space at third floor level.,York House St James's Palace,,Cleveland Row,,SW1A 1BQ,,,,,0,1,-1,,,Approved,29/03/2022,,,
HGY/2022/0305,Haringey,17/01/2022,Approved,All Other,"Redevelopment of existing garages to provide 4 x 2 bedroom houses over two-storeys with associated gardens, refuse/recycling and cycle stores. Reconfiguration of parking area accessed off St. Paul's Road, including provision for additional communal amenit","Land at Fiske Court fronting St. Paul's Road, Lansdowne Road, London, N17 9XQ",,,,,,,,,4,0,4,,,Approved,05/04/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJEiAAO
21/1358/PNO,London Borough of Barnet,16/03/2021,Approved,Prior Approval,Change of use from offices (Class B1) to residential (Class C3) 9 units,,17,Park Road,,EN5 5RY,,,,,9,0,9,,,Approved,24/03/2022,,,
21/06585/LBC,Westminster,06/10/2021,Approved,All Other,Internal alterations in connection with the amalgamation of Flat G & H at second floor into one residential unit. (Linked with 21/06584/FULL),Flat G,"50, 51",Cleveland Square,,W2 6DB,,,,,0,1,-1,,,Approved,10/11/2021,,,
20/01684/RG4,Lambeth,21/05/2020,Approved,All Other,"Conversion of 1 x 3 bedrooms Lower Ground Flat into 1 x 1 bedroom flats, and 1 x studio flat associated with single storey rear extension. (Flat A)",,60,Victoria Crescent,,SE19 1AE,,,,,2,1,1,,,Approved,10/12/2021,,,
HGY/2020/0847,Haringey,07/04/2020,Approved,All Other,"Redevelopment of the site comprising the demolition of existing buildings and the erection of a new building ranging in height from 3 to 6 storeys to accommodate 13 residential units (Use Class C3), employment floorspace (Use Class E(g)(i)) at upper groun","Lock Keepers Cottages, Ferry Lane, London, N17 9NE",,,,,,,,,13,2,11,,,Approved,31/03/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIwnAAG
21/05182/PLUD,Bromley,14/01/2022,Approved,All Other,Conversion from two flats (11 and 11A) to a single dwelling and elevational alterations. LAWFUL DEVELOPMENT CERTIFICATE (PROPOSED),,11A,Minster Road,,BR1 4DY,,,,,1,2,-1,,,Approved,11/03/2022,,,
21/00246/PLUD,Bromley,16/02/2021,Approved,All Other,Use of the first and second floors of the existing Class A1 (shop) unit as 2 x 2 bedroom flats LAWFUL DEVELOPMENT CERTIFICATE (PROPOSED),First And Second Floors,"38, 40",High Street,,BR4 0NJ,,,,,2,0,2,,,Approved,20/04/2021,,,
20/03536/P20,Lambeth,22/10/2020,Approved,Prior Approval,Application for prior approval for the erection of two addition storeys of accommodation above the existing detached block of flats to create 5 self-contained residential units (Use Class C3) together with the provision of cycle/refuse storage.,,3,Smedley Street,,SW8 2DZ,,,,,5,0,5,,,Approved,28/04/2021,,,
21/05405/FULL1,Bromley,07/12/2021,Approved,All Other,"Part first floor/second floor roof extension, addition of mansard roof and front dormer windows, rear external staircase and elevational alterations, and conversion of first and second floors into 2 flats (1 one bedroom and 1 studio) - Revisions to permission ref.21/00657/FULL1 to increase height of roof and replace front rooflights with front dormers",,43,Windsor Drive,,BR6 6EY,,,,,2,1,1,,,Approved,04/04/2022,,,
21/03457/PLUD,Bromley,08/07/2021,Approved,All Other,Change of use from part of existing shop unit (Class A1) to one flat (Class C) (PROPOSED LAWFUL DEVELOPMENT CERTIFICATE),,87A,Beckenham Lane,,BR2 0DN,,,,,1,0,1,,,Approved,25/01/2022,,,
21/0411/PNV,London Borough of Barnet,27/01/2021,Approved,Prior Approval,"Two storey extension at third and fourth floor levels to create 9no self-contained flats. Associated refuse/recycling, cycle store",Tokyngton Court,,Colindeep Lane,Colindale,NW9 6DA,,,,,9,0,9,,,Approved,31/05/2021,,,
20/02179/P3M,London Borough of Lambeth,25/06/2020,Allowed,Prior Approval,Application for prior approval for change of use of existing ground floors of 81 and 83 from Retail (Use Class A1) and Sue Generis to 4 self contained studios (Use Class C3) and associated works to the front elevation.,81 - 83 Norwood High Street,,DEVELOPMENT CONTROL PSEUDO STREET,,SE27 9JS,,,,,4,0,4,,,Refused,12/08/2020,,,
2021/3264,Hackney,06/11/2021,Approved,All Other,"Renovation of the existing building at 28 Lordship Park, and part retrospective permission to demolish the existing &nbsp;two-storey outrigger and single-storey outrigger to be replaced with a single-storey rear extension. Rebuilding of the first floor outrigger to match existing. Change of use of the building from flats to a single dwelling house.",,28,LORDSHIP PARK,HACKNEY,N16 5UD,,,,,1,2,-1,,,Approved,01/04/2022,,,/planning/index.html?fa=getApplication&id=72048
